Index,Quelle,Projektname,Webseite-Link,Organisation,Status,Kurzzusammenfassung,Lizenz,Lizenz-Organisation
0,https://www.civic-coding.de/community/projekt/p2d2-public-public-data-dna/1483,p2d2: Public-Public Data-DNA,https://www.civic-coding.de/community/projekt/p2d2-public-public-data-dna/1483,Civic Coding,Unbekannt,"p2d2 schafft einen Zyklus, um Daten aus den Verwaltungen, über die OpenData-Portale der Kommunen oder Länder, in unsere Plattformen wie OpenStreetMap oder WikiData zu bringen und Änderungen in unseren Plattformen als GeoRSS-basierte Vorschläge an die Verwaltungen zurück zu melden",CC-BY-NC-ND 4.0,https://www.civic-coding.de
1,https://www.civic-coding.de/community/projekt/assisto-social-copilot/1482,Assisto - Social Copilot,https://www.civic-coding.de/community/projekt/assisto-social-copilot/1482,Civic Coding,Unbekannt,"Assisto – Social Copilot soll soziale Teilhabe für alle erleichtern. Ein KI-basierter Assistent, der Menschen dabei unterstützt, Behördenpost und Antragsverfahren zu verstehen, individuelle Handlungsschritte aufzeigt und beim Ausfüllen von Anträgen hilft.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
2,https://www.civic-coding.de/community/projekt/digitaler-erstkontakt-mit-ki-beratungsanliegen-auf-den-richtigen-weg-bringen/1479,Digitaler Erstkontakt –mit KI Beratungsanliegen auf den richtigen Weg bringen,https://www.civic-coding.de/community/projekt/digitaler-erstkontakt-mit-ki-beratungsanliegen-auf-den-richtigen-weg-bringen/1479,Civic Coding,Unbekannt,"Um den Zugang zu passenden Beratungsangeboten zu verbessern, werden im Projekt ""Digitaler Erstkontakt"" Chat- und Voicebotangebote entwickelt und evaluiert.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
3,https://www.civic-coding.de/community/projekt/nexus-politics/1469,Nexus Politics,https://www.civic-coding.de/community/projekt/nexus-politics/1469,Civic Coding,Unbekannt,"Nexus Politics ist ein Civic-/GovTech-Startup, das der politischen Unzufriedenheit mit einer Plattform für digitale Demokratie begegnet, die Partizipation, Transparenz und Rechenschaftspflicht fördert. Website: www.nexuspolitics.org",CC-BY-NC-ND 4.0,https://www.civic-coding.de
4,https://www.civic-coding.de/community/projekt/das-fablab-der-uni-konstanz-als-ausserschulischer-lernort-und-vibe-coding-hub/1467,Das FabLab der Uni Konstanz als außerschulischer Lernort und Vibe Coding Hub,https://www.civic-coding.de/community/projekt/das-fablab-der-uni-konstanz-als-ausserschulischer-lernort-und-vibe-coding-hub/1467,Civic Coding,Unbekannt,"Ziel ist es, das FabLab der Uni Konstanz als außerschulischen Lernort für Jugendliche auszubauen. Moderne Fertigungstechniken werden gelernt und genutzt, um eigene Projekte zu realisieren. Elemtarer Bestandteil sollen zudem die Integration des Vibe Codings sein,",CC-BY-NC-ND 4.0,https://www.civic-coding.de
5,https://www.civic-coding.de/community/projekt/gesundheitsmonitoring-vierzig-plus/1466,Gesundheitsmonitoring Vierzig Plus,https://www.civic-coding.de/community/projekt/gesundheitsmonitoring-vierzig-plus/1466,Civic Coding,Unbekannt,"Ich würde mir ein Projekt wünschen, das eine einerseits selbst bestimmte, auf der anderen Seite medizinisch, wissenschaftlich unterstützte Gesundheitserhaltung, Vorsorge und Vermeidung von Krankheiten ermöglicht. Meine Schwester ist bereits mit Mitte 40 an Krebs gestorben.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
6,https://www.civic-coding.de/community/projekt/open-femailab-offenes-lernlabor-fur-frauen-und-ki/1462,Open FemAiLab - offenes Lernlabor für Frauen und KI,https://www.civic-coding.de/community/projekt/open-femailab-offenes-lernlabor-fur-frauen-und-ki/1462,Civic Coding,Unbekannt,"Unser FemAiLab ist ein offenes Lernlabor für Frauen – ein Raum, in dem sie sich in einer Community of Practice verbinden und gemeinsam von- und miteinander ihre individuelle Lernziele erkunden und gestalten.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
7,https://www.civic-coding.de/community/projekt/rocket/1459,ROCKET,https://www.civic-coding.de/community/projekt/rocket/1459,Civic Coding,Unbekannt,"Rocket ist eine EdTech-App, die Unterrichtstexte vereinfacht, übersetzt und anpasst. So können Schüler:innen unabhängig von ihren Sprachkenntnissen am Unterricht teilnehmen und langfristig Deutsch als Bildungssprache erwerben – für mehr Bildungsgerechtigkeit.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
8,https://www.civic-coding.de/community/projekt/kieler-gemeinschaftsnetz-vertrauensbasierte-karte-fur-teilen-lernen-und-engagement/1442,"Kieler Gemeinschaftsnetz – Vertrauensbasierte Karte für Teilen, Lernen und Engagement",https://www.civic-coding.de/community/projekt/kieler-gemeinschaftsnetz-vertrauensbasierte-karte-fur-teilen-lernen-und-engagement/1442,Civic Coding,Unbekannt,"Eine digitale Plattform für Kiel, die kostenlose und gemeinwohlorientierte Aktivitäten sammelt: Tausch, Nachbarschaftshilfe, Lernen, Reparatur, Gartenprojekte. KI filtert kommerzielle Angebote heraus und sichert vertrauensvolle, diskriminierungsfreie Interaktion.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
9,https://www.civic-coding.de/community/projekt/digital-empowerment-project/1430,Digital Empowerment Project,https://www.civic-coding.de/community/projekt/digital-empowerment-project/1430,Civic Coding,Unbekannt,"Unser Projekt stärkt die digitale Souveränität der Zivilgesellschaft und insbesondere marginalisierter Gruppen. Wir unterstützen darin, die Kontrolle über digitalen Technologien, Daten und Prozesse zu behalten und die Abhängigkeit von kommerziellen „Datenkraken“ zu minimieren.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
10,https://www.civic-coding.de/community/projekt/repair-cafe-anmeldung/1429,Repair Café - Anmeldung,https://www.civic-coding.de/community/projekt/repair-cafe-anmeldung/1429,Civic Coding,Unbekannt,Gemeinsam reparieren vermittelt Kenntnisse und erzeugt für Reparierende und Reparatursuchende ein gutes Gefühl weil man etwas retten kann. Mit einer intensiven Anamnese steigen die Reparaturchancen und verbessert das Reparaturerlebnis. Dazu kann KI helfen.,CC-BY-NC-ND 4.0,https://www.civic-coding.de
11,https://www.civic-coding.de/community/projekt/donaustrudlki-das-soziale-gedaechtnis-der-stadt-regensburg/1428,DonauStrudlKI - Das soziale Gedächtnis der Stadt Regensburg !,https://www.civic-coding.de/community/projekt/donaustrudlki-das-soziale-gedaechtnis-der-stadt-regensburg/1428,Civic Coding,Unbekannt,Alle bisherigen Ausgaben des Regensburger SozialMagazin DonauStrudl werden in einem KI-RAG-System erfasst und als abfragbarer Chat bereitgestellt. So kann man sich bei der DonauStrudlKI jederzeit über die soziale Berichterstattung der letzten 25 Jahre in Regensburg informieren.,CC-BY-NC-ND 4.0,https://www.civic-coding.de
12,https://www.civic-coding.de/community/projekt/form-bridge/1426,Form Bridge,https://www.civic-coding.de/community/projekt/form-bridge/1426,Civic Coding,Unbekannt,"Deutsche Behördenformulare sind für Nicht-Muttersprachler unverständlich. Das Projekt wandelt sie in mehrsprachige, webbasierte Fragebögen um, die automatisch das korrekte deutsche Original-Formular generieren. So wird Bürokratie für alle zugänglich.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
13,https://www.civic-coding.de/community/projekt/qlug/1424,Qlug,https://www.civic-coding.de/community/projekt/qlug/1424,Civic Coding,Unbekannt,"Qlug (ausgesprochen wie ""klug"")ist eine KI-gestützte Lernapp, die Lernmaterialien in personalisierte Podcasts für auditive Lerner umwandelt. Mit geführtem Onboarding, Offline-Verfügbarkeit und hoher Datensicherheit macht Qlug Bildung zugänglicher und individueller.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
14,https://www.civic-coding.de/community/projekt/oratio-technologies/1423,Oratio Technologies,https://www.civic-coding.de/community/projekt/oratio-technologies/1423,Civic Coding,Unbekannt,"Oratio Technologies is an AI-powered legal chatbot providing instant, reliable guidance in tenancy, employment, and immigration law, ensuring accessible legal help for everyone in Germany",CC-BY-NC-ND 4.0,https://www.civic-coding.de
15,https://www.civic-coding.de/community/projekt/insiemeki/1422,insiemeki,https://www.civic-coding.de/community/projekt/insiemeki/1422,Civic Coding,Unbekannt,"insiemeki ist eine KI-gestützte Lern- und Begegnungsplattform für Menschen 60+. Sie bietet Schritt-für-Schritt-Anleitungen, kurze Videos in seniorengerechter UX. Community und Peer-Mentoring fördern Selbstwirksamkeit, mindern Isolation und bauen digitale Souveränität.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
16,https://www.civic-coding.de/community/projekt/dreammachine-ki-gestutzte-visionsentwicklung-im-dialog/1421,DREAMmachine — KI-gestützte Visionsentwicklung im Dialog,https://www.civic-coding.de/community/projekt/dreammachine-ki-gestutzte-visionsentwicklung-im-dialog/1421,Civic Coding,Unbekannt,"Von der Einzelmeinung zur strategischen Erkenntnis. Die DREAMmachine macht Bürger:innen-Bedarfe durch KI-gestützte Visualisierung messbar und verständlich. Ein Civic-Tech-Ansatz für mehr Resonanz, höhere Engagement-Raten und datengestützte Entscheidungen.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
17,https://www.civic-coding.de/community/projekt/reasonaide-assistenz-fur-diskursiven-austausch-im-alltag/1420,reasonAide - Assistenz für diskursiven Austausch im Alltag,https://www.civic-coding.de/community/projekt/reasonaide-assistenz-fur-diskursiven-austausch-im-alltag/1420,Civic Coding,Unbekannt,"reasonAide überbrückt Alltagsgespräche und Online-Diskurse. Statt repetitiver Debatten ermöglicht reasonAide mit KI-Assistenz an ein strukturiertes Netz von Argumenten anzuknüpfen, Perspektiven zu verstehen und sich konstruktiv am öffentlichen Diskurs zu beteiligen.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
18,https://www.civic-coding.de/community/projekt/migstart-eine-plattform-fur-migrantinnen-fur-einen-schnellen-zugang-zum-dt-arbeitsmarkt-einfach-barrierearm/1419,MIGStart - eine Plattform für Migrant*innen für einen schnellen Zugang zum dt. Arbeitsmarkt - einfach & barrierearm,https://www.civic-coding.de/community/projekt/migstart-eine-plattform-fur-migrantinnen-fur-einen-schnellen-zugang-zum-dt-arbeitsmarkt-einfach-barrierearm/1419,Civic Coding,Unbekannt,"MIGStart ist eine KI-gestützte Plattform, die Geflüchteten und Migrant*innen digital, niederschwellig und individuell den Einstieg in den deutschen Arbeitsmarkt erleichtert – mit Sprach- und Formularverarbeitung, Jobmatching und Netzwerkzugang für Talente und Unternehmen.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
19,https://www.civic-coding.de/community/projekt/evidenceseeker-boilerplate/1418,EvidenceSeeker-Boilerplate,https://www.civic-coding.de/community/projekt/evidenceseeker-boilerplate/1418,Civic Coding,Unbekannt,EvidenceSeeker-Boilerplate ist ein Open Source Code Template mit dem Organisationen eigene KI basierte Political Tech Apps zum Fact-Checking unkompliziert auf Grundlage vorhandener Wissensdatenbanken aufzusetzen können.,CC-BY-NC-ND 4.0,https://www.civic-coding.de
20,https://www.civic-coding.de/community/projekt/resonance-spaces/1416,Resonance Spaces,https://www.civic-coding.de/community/projekt/resonance-spaces/1416,Civic Coding,Unbekannt,"Resonance Spaces trainiert Menschen mittels KI in empathischer Kommunikation und Konfliktbewältigung. Unser Prototyp stärkt demokratische Teilhabe und macht Diskurse resilienter – für eine digitale Welt, in der auch Zuhören zählt.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
21,https://www.civic-coding.de/community/projekt/five-engagement-die-app-die-freiwilliges-engagement-einfach-und-flexibel-macht/1412,"five. engagement – die App, die freiwilliges Engagement einfach und flexibel macht",https://www.civic-coding.de/community/projekt/five-engagement-die-app-die-freiwilliges-engagement-einfach-und-flexibel-macht/1412,Civic Coding,Unbekannt,"five. engagement ist ein gemeinwohlorientiertes Social Startup, das einen neuen Rahmen für freiwilliges Engagement schafft: digital, flexibel und zugänglich. Mithilfe von KI werden passgenaue Tätigkeiten vorgeschlagen, abgestimmt auf Interessen und Verfügbarkeit der Freiwilligen.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
22,https://www.civic-coding.de/community/projekt/checkmate/1411,CheckMate,https://www.civic-coding.de/community/projekt/checkmate/1411,Civic Coding,Unbekannt,"CheckMate ist ein KI-Chatbot, der komplexe Netzwerke aus u.a. Politiker*innen, Gesetzestexten, Abstimmungen, und Nebentätigkeiten analysiert. Alle Analysen sind transparent durch Quellen belegt und für alle Bürger*innen zugänglich.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
23,https://www.civic-coding.de/community/projekt/praeventionsguide-psyche-chatbot/1410,Präventionsguide Psyche Chatbot,https://www.civic-coding.de/community/projekt/praeventionsguide-psyche-chatbot/1410,Civic Coding,Unbekannt,"Der Präventionsguide Psyche wurde mit dem Ziel entwickelt, Berater:innen und Lots:innen von Betrieben eine strukturierte Übersicht über relevante Angebote und Anlaufstellen im Bereich Prävention und psychische Gesundheit bereitzustellen.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
24,https://www.civic-coding.de/community/projekt/ki-gestutzes-produkt-zur-staerkung-von-inklusion-in-wirtschaft-gesellschaft/1409,KI-gestützes Produkt zur Stärkung von Inklusion in Wirtschaft & Gesellschaft,https://www.civic-coding.de/community/projekt/ki-gestutzes-produkt-zur-staerkung-von-inklusion-in-wirtschaft-gesellschaft/1409,Civic Coding,Unbekannt,"Standardisierte und objektive Messung des Inklusionsreifegrads von Unternehmen, sowie des Business Case Inklusion mit dem Ziel einer inklusiveren Wirtschaft und Gesellschaft.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
25,https://www.civic-coding.de/community/projekt/ki-starten-zukunft-gestalten-einfuhrung-und-nutzung-von-ki-ohne-microsoft-oekosystem/1406,"„KI starten. Zukunft gestalten."" – Einführung und Nutzung von KI ohne Microsoft-Ökosystem",https://www.civic-coding.de/community/projekt/ki-starten-zukunft-gestalten-einfuhrung-und-nutzung-von-ki-ohne-microsoft-oekosystem/1406,Civic Coding,Unbekannt,"„KI starten. Zukunft gestalten.“ befähigt Mitarbeitende durch gezielte Schulungen, KI sicher und kreativ im Arbeitsalltag zu nutzen – ohne Microsoft-Ökosystem. Wir setzen auf unabhängige, datenschutzfreundliche Tools, offene Lernkultur und agile Einführung.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
26,https://www.civic-coding.de/community/projekt/aidmax/1405,AidMax,https://www.civic-coding.de/community/projekt/aidmax/1405,Civic Coding,Unbekannt,"Suizid ist die häufigste Todesursache bei 15- bis 25-Jährigen, denn Therapie ist nur schwer verfügbar. AidMax löst das Problem als kostenfreier Chatbot für alle, der empathische Gespräche führt, dabei Notfälle erkennt und diese an professionelle Hilfsangebote weiterleitet.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
27,https://www.civic-coding.de/community/projekt/was-waere-wenn/1404,Was Wäre Wenn?,https://www.civic-coding.de/community/projekt/was-waere-wenn/1404,Civic Coding,Unbekannt,"""Was Wäre Wenn?"" ist eine Lernsoftware zur Förderung von Konfliktfähigkeit, die mit Rollenspielen funktioniert. Damit kannst du dich in Konfliktsituationen ausprobieren und deine Handlungsfähigkeit trainieren. Spiele die Szenarien so oft du möchtest. Kein Durchlauf ist gleich.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
28,https://www.civic-coding.de/community/projekt/foemo-der-foerdermittel-monitor/1403,fömo - Der Fördermittel Monitor,https://www.civic-coding.de/community/projekt/foemo-der-foerdermittel-monitor/1403,Civic Coding,Unbekannt,"fömo soll gemeinnützigen sozio-kulturellen Einrichtungen, die auf öffentliche Förderungen angewiesen sind, bei der Suche nach Fördermittelausschreibungen unterstützen. Mit fömo wird diese Suche einfach, schnell, präzise, übersichtlich und immer Up-To-Date.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
29,https://www.civic-coding.de/community/projekt/private-prompts-wwwprivatepromptsorg/1402,Private Prompts (www.privateprompts.org),https://www.civic-coding.de/community/projekt/private-prompts-wwwprivatepromptsorg/1402,Civic Coding,Unbekannt,"KI kann uns unterstützen – aber nur, wenn wir Kontrolle behalten Private Prompts ist ein vom Prototype Fund gefördertes Tool zur sicheren KI-Nutzung. Nach breiter Medienresonanz wird es nun für Teams, Vereine und Verbände weiterentwickelt – für datenschutzkonforme Zusammenarbeit",CC-BY-NC-ND 4.0,https://www.civic-coding.de
30,https://www.civic-coding.de/community/projekt/nestfreund-digitale-unterstutzung-fur-soziale-beratung/1399,NestFreund - Digitale Unterstützung für Soziale Beratung,https://www.civic-coding.de/community/projekt/nestfreund-digitale-unterstutzung-fur-soziale-beratung/1399,Civic Coding,Unbekannt,"NestFreund ist ein KI-gestütztes Beratungstool, das Berater*innen in ihrer täglichen Arbeit unterstützt – und zwar durch deutlich reduzierte Dokumentationszeit, rechtlich geprüfte Handlungsempfehlungen und eine lernende Wissensbasis.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
31,https://www.civic-coding.de/community/projekt/demokratie-plattform/1398,Demokratie-Plattform,https://www.civic-coding.de/community/projekt/demokratie-plattform/1398,Civic Coding,Unbekannt,"Die digitale Demokratie-Plattform macht Demokratie-Angebote an einem Ort zentral sichtbar, ermöglicht koordiniertes Handeln in der Demokratiearbeit und verknüpft bereits jetzt über 300 unterschiedlichste Organisationen mit Interessierten und untereinander.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
32,https://www.civic-coding.de/community/projekt/demokratie-plattform/1397,Demokratie-Plattform,https://www.civic-coding.de/community/projekt/demokratie-plattform/1397,Civic Coding,Unbekannt,"Die digitale Demokratie-Plattform macht Demokratie-Angebote an einem Ort zentral sichtbar, ermöglicht koordiniertes Handeln in der Demokratiearbeit und verknüpft bereits jetzt über 300 unterschiedlichste Organisationen mit Interessierten und untereinander.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
33,https://www.civic-coding.de/community/projekt/chancen-von-ki-zur-foerderung-digitaler-teilhabe-von-menschen-mit-lernschwierigkeiten/1395,Chancen von KI zur Förderung digitaler Teilhabe von Menschen mit Lernschwierigkeiten,https://www.civic-coding.de/community/projekt/chancen-von-ki-zur-foerderung-digitaler-teilhabe-von-menschen-mit-lernschwierigkeiten/1395,Civic Coding,Unbekannt,"Unser Ziel ist es, KI praxisnah anzuwenden. Analysieren von KI als wirkungsvolles Werkzeug um die Effektivität und Qualität unserer Leistungsangebote und Prozesse in der Behindertenhilfe zu steigern. Chancen von KI zur Unterstützung und Förderung unserer Klientel entdecken.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
34,https://www.civic-coding.de/community/projekt/civilsociety4people/1391,civilsociety4people,https://www.civic-coding.de/community/projekt/civilsociety4people/1391,Civic Coding,Unbekannt,"Im Projekt civilsociety4people (cs4p) wird mithilfe von KI und NLP die Arbeit zivilgesellschaftlicher Akteur:innen sichtbar gemacht. Ziele und Forderungen werden semantisch vernetzt, sodass sie transparent, niedrigschwellig und einfach abrufbar sind.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
35,https://www.civic-coding.de/community/projekt/steward-ownership-guide/1390,Steward-Ownership Guide,https://www.civic-coding.de/community/projekt/steward-ownership-guide/1390,Civic Coding,Unbekannt,"Der Steward-Ownership Guide ist ein interaktives KI-Tool, das Wissen über Verantwortungseigentum (Steward-Ownership) einfach und verständlich zugänglich macht. Der Guide trägt zu einer Wirtschaft bei, die sozialen und ökologischen Standards gerecht wird.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
36,https://www.civic-coding.de/community/projekt/familymind/1389,familymind,https://www.civic-coding.de/community/projekt/familymind/1389,Civic Coding,Unbekannt,"familymind AI hilft Familien, gesünder zu leben und Aufgaben fairer zu verteilen – für weniger Mental Load, mehr Gleichberechtigung und echte Vereinbarkeit. Entwickelt von Müttern für Familien. Jetzt mehr erfahren auf www.familymind.ai 💜",CC-BY-NC-ND 4.0,https://www.civic-coding.de
37,https://www.civic-coding.de/community/projekt/pfadfinden-digital/1387,Pfadfinden digital,https://www.civic-coding.de/community/projekt/pfadfinden-digital/1387,Civic Coding,Unbekannt,"Pfadfinden digital entwickelt eine offene Lernplattform mit zehn modularen Lernpfaden, die Auszubildende und KMU in Mitteldeutschland praxisnah für Digitalisierung, Nachhaltigkeit und Demokratiekompetenz qualifiziert und in 20 Workshops pilotiert.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
38,https://www.civic-coding.de/community/projekt/ki4send-ki-gestutzte-kommunikation/1384,KI4SEND - KI gestützte Kommunikation,https://www.civic-coding.de/community/projekt/ki4send-ki-gestutzte-kommunikation/1384,Civic Coding,Unbekannt,Wir entwickeln ein KI-gestütztes Ticketsystem zur strukturierten E-Mail-Bearbeitung und integrieren einen lernenden Website-Chatbot. So verbessern wir unsere Kommunikation mit über 700 Mitgliedern und unterstützen Sozialunternehmen schneller und gezielter.,CC-BY-NC-ND 4.0,https://www.civic-coding.de
39,https://www.civic-coding.de/community/projekt/ki-zur-erkennung-von-betrugsfaellen-im-nachhaltigkeitsbereich/1381,KI zur Erkennung von Betrugsfällen im Nachhaltigkeitsbereich,https://www.civic-coding.de/community/projekt/ki-zur-erkennung-von-betrugsfaellen-im-nachhaltigkeitsbereich/1381,Civic Coding,Unbekannt,"Wir benutzen Erklärabre KI um Nachhaltigkeitsbetrug in ESG Berichten und Marketing Kampagnen zu erkennen, um Verbraucher und die Gesellschaft vom sog. Greenwashing zu beschützen. Wir machen das für NGOs, Verwaltungen, etc.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
40,https://www.civic-coding.de/community/projekt/rag4good-ki-wissensarchiv-fur-transparenten-verbraucherschutz-bei-foodwatch/1379,RAG4Good: KI-Wissensarchiv für transparenten Verbraucherschutz bei foodwatch,https://www.civic-coding.de/community/projekt/rag4good-ki-wissensarchiv-fur-transparenten-verbraucherschutz-bei-foodwatch/1379,Civic Coding,Unbekannt,"foodwatch-Expertise aus über 20 Jahren sammelt sich im Datenarchiv, dieses ist aber kaum durchsuchbar - Expertise geht verloren. Mit dem RAG-Protoyp werden die Daten, angefangen mit Pressemitteilungen, durch KI befragbar, das Wissen steht so wieder der Organisation zur Verfügung.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
41,https://www.civic-coding.de/community/projekt/halle-giesst/1378,Halle gießt,https://www.civic-coding.de/community/projekt/halle-giesst/1378,Civic Coding,Unbekannt,Motivation und Unterstützung von Gießpaten für Stadtbäume,CC-BY-NC-ND 4.0,https://www.civic-coding.de
42,https://www.civic-coding.de/community/projekt/amuvee-plattform-fur-einelternfamilien-one-stop-shop-fur-leistungsantraege-und-casemanagement-fur-beratende/1377,amuvee. Plattform für Einelternfamilien - One Stop Shop für Leistungsanträge und Casemanagement für Beratende,https://www.civic-coding.de/community/projekt/amuvee-plattform-fur-einelternfamilien-one-stop-shop-fur-leistungsantraege-und-casemanagement-fur-beratende/1377,Civic Coding,Unbekannt,"amuvee entlastet Alleinerziehende & Beratende: Familien brauchen heute bis zu 36 Std. für Anträge & verlieren durch Wiederholungen Energie. Unsere Plattform digitalisiert Unterlagensammlungen, stellt automatisiert Anträge & unterstützt Beratende im Casemanagement.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
43,https://www.civic-coding.de/community/projekt/modernisierungscoach/1376,ModernisierungsCoach,https://www.civic-coding.de/community/projekt/modernisierungscoach/1376,Civic Coding,Unbekannt,"Der ModernisierungsCoach ist ein KI-gestützter Chatbot, der auf Basis redaktionell erstellter Fachartikel antwortet. Der Coach wird als interaktive Einstiegsberatung rund um die Themen Energie sparen, Modernisieren & Bauen und Fördermittel eingesetzt.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
44,https://www.civic-coding.de/community/projekt/gemeinwohlorientierte-konzeptverfahren/1374,Gemeinwohlorientierte Konzeptverfahren,https://www.civic-coding.de/community/projekt/gemeinwohlorientierte-konzeptverfahren/1374,Civic Coding,Unbekannt,"Die Montag Stiftung Urbane Räume entwickelt ein gemeinwohlorientiertes Standardverfahren für den Verkauf von Immobilien nach Konzept – damit Grundstücke nicht meistbietend, sondern im Sinne lebenswerter, grüner, demokratischer und sozial stabiler Städte vergeben werden.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
45,https://www.civic-coding.de/community/projekt/ipso-international-psychosocial-organisation/1373,IPSO - International Psychosocial Organisation,https://www.civic-coding.de/community/projekt/ipso-international-psychosocial-organisation/1373,Civic Coding,Unbekannt,IPSO is a humanitarian nonprofit organization based in Germany specializing in Mental Health and Psychosocial Support Services (MHPSS) through digital worldwide accessible apps (ipso-care and ipso-saba) providing individual counseling to vulnerable individuals in 13 languages.,CC-BY-NC-ND 4.0,https://www.civic-coding.de
46,https://www.civic-coding.de/community/projekt/ki-gestutzte-job-to-job-drehscheibe-fur-smarte-bewerbungsprozesse-mit-chancengleichheit-und-ohne-stigmatisierung/1369,KI gestützte Job-to-Job Drehscheibe für smarte Bewerbungsprozesse mit Chancengleichheit und ohne Stigmatisierung,https://www.civic-coding.de/community/projekt/ki-gestutzte-job-to-job-drehscheibe-fur-smarte-bewerbungsprozesse-mit-chancengleichheit-und-ohne-stigmatisierung/1369,Civic Coding,Unbekannt,"Unsere Job-to-Job-Drehscheibe beseitigt Stigmatisierung bei Jobverlust, fördert Chancengleichheit und bietet allen Menschen – unabhängig von Hintergrund oder Qualifikation – anonymen, fairen und KI-gestützten Zugang zu neuen Jobchancen.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
47,https://www.civic-coding.de/community/projekt/digitaler-erstkontakt-mit-ki-beratungsanliegen-auf-den-richtigen-weg-bringen/1368,Digitaler Erstkontakt –mit KI Beratungsanliegen auf den richtigen Weg bringen,https://www.civic-coding.de/community/projekt/digitaler-erstkontakt-mit-ki-beratungsanliegen-auf-den-richtigen-weg-bringen/1368,Civic Coding,Unbekannt,"Um den Zugang zu passenden Beratungsangeboten zu verbessern, wird im Projekt ""Digitaler Erstkontakt"" ein automatisiertes Dialogsystem mit dem Namen „guide.me – smarte Wege in die Beratung“ entwickelt und evaluiert.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
48,https://www.civic-coding.de/community/projekt/ki-im-kinderschutz-chancen-nutzen-risiken-erkennen-menschen-staerken/1366,KI im Kinderschutz? Chancen nutzen – Risiken erkennen – Menschen stärken,https://www.civic-coding.de/community/projekt/ki-im-kinderschutz-chancen-nutzen-risiken-erkennen-menschen-staerken/1366,Civic Coding,Unbekannt,"KI im Kinderschutz? Wir entwickeln praxisnahe, datenschutzkonforme Lösungen für Elterngespräche, Medienarbeit, Schulworkshops und Förderanträge – und stärken damit Familien, Fachkräfte und Kinder. Chancen nutzen, Risiken reflektieren, Menschen beteiligen.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
49,https://www.civic-coding.de/community/projekt/digitales-wissen-und-regelwerke-ansprechbar-machen-datenschutzkonfom-und-einfach-fur-andere-zu-reproduzieren/1365,Digitales Wissen und Regelwerke ansprechbar machen - datenschutzkonfom und einfach für andere zu reproduzieren,https://www.civic-coding.de/community/projekt/digitales-wissen-und-regelwerke-ansprechbar-machen-datenschutzkonfom-und-einfach-fur-andere-zu-reproduzieren/1365,Civic Coding,Unbekannt,"Wie viele andere Organisationen auch, haben wir Regeln, Anforderungen, Richtlinien und Erklärungen für Projekte und Kooperationen erstellt. Diese möchten wir via LLM-Schnittstelle ansprechbar machen. Und dieser Prozess soll für andere möglichst einfach nachbaubar sein.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
50,https://www.civic-coding.de/community/projekt/ai-freitagsschule/1364,AI Freitagsschule,https://www.civic-coding.de/community/projekt/ai-freitagsschule/1364,Civic Coding,Unbekannt,Wir möchten das sehr gefragte Konzept der Freitagsschule bei unserem Verein Bildung für alle e.V. zur Unterstützung von Azubis beim Ausbau ihrer Sprachkompetenz und Bildungsteilhabe an Berufs- und Gewerbeschulen auf ein digitales next level heben.,CC-BY-NC-ND 4.0,https://www.civic-coding.de
